 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,BJD_TDB,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4
47,cpt1m012-fa06-20190903-0111-e91.fits,47,0,58730.33389,2458730.333894,2458730.339982,1.35587,69.973,9.735807,13,25,38,0.230454,0.35959,1.063114,0.282413,0.000479,0.000714,0.001829,0.000613,481.363269,503.413649,581.255337,460.63518,1505916.97,1290.882485,1997.665044,2016.931194,1998.165044,2079.568806,23.54958,-29.416885,347045.0555,530.929158,656.724853,528.448183,4976.805664,653.656048,175.167537,2181,7.906879,10.292792,9.198615,11.386969,89.572284,0.955792,2700.738721,2435.794143,2701.238721,1660.705857,23.55537,-29.370803,398291.0471,686.627674,580.068445,6333.441895,750.177384,174.017453,7.056475,9.968537,8.562499,11.374575,277.15827,0.918514,1883.700816,2758.887438,1884.200816,1337.612562,23.548579,-29.33668,775992.803,880.96374,880.845338,11628.35742,1461.575034,176.590432,7.297827,10.216651,9.339289,11.094012,283.446832,0.963454,3052.291382,1536.904297,3052.791382,2559.595703,23.558359,-29.46772,331633.1199,647.165294,512.439593,5219.179199,624.627814,173.579366,7.004916,10.023401,8.282714,11.764089,87.323259,0.885327
48,cpt1m012-fa06-20190903-0112-e91.fits,48,0,58730.33501,2458730.335012,2458730.341100,1.348677,69.989,10.173942,13,25,38,0.231772,0.360656,1.061438,0.282114,0.000483,0.00072,0.001835,0.000616,479.631803,501.072362,578.499548,458.202153,1503782.897,1295.277567,1997.601681,2017.063327,1998.101681,2079.436673,23.549581,-29.416884,348535.3707,530.929158,661.760921,526.678683,4597.177734,656.463043,184.013307,2263,8.232308,10.528557,9.546988,11.510126,89.594081,0.965823,2700.639219,2435.898942,2701.139219,1660.601058,23.55537,-29.370808,398593.0849,690.322812,577.401004,5936.961914,750.746269,182.108572,7.385311,10.256046,8.942509,11.569582,276.938717,0.932612,1883.638771,2759.085717,1884.138771,1337.414283,23.54858,-29.336676,774300.5207,882.996614,876.900895,10655.46875,1458.387637,185.264037,7.921785,10.515597,9.701824,11.32937,284.876617,0.968595,3052.225509,1536.997112,3052.725509,2559.502888,23.558359,-29.46772,330889.2913,649.242152,509.654665,4877.144531,623.22682,181.924017,7.420559,10.280746,8.611089,11.950404,87.686358,0.899194
49,cpt1m012-fa06-20190903-0113-e91.fits,49,0,58730.33613,2458730.336130,2458730.342218,1.34158,69.977,10.158714,13,25,38,0.231447,0.360551,1.058573,0.283317,0.000483,0.000721,0.001833,0.000618,478.823187,500.201068,577.635747,458.223937,1498891.363,1293.236915,1997.636989,2017.280393,1998.136989,2079.219607,23.549581,-29.416881,346913.187,530.929158,659.79405,525.790111,4851.820801,653.407675,182.270544,2254,7.983167,10.621038,9.578983,11.663093,89.665498,0.962221,2700.655757,2436.188199,2701.155757,1660.311801,23.55537,-29.370795,397211.9926,689.148585,576.380771,5891.580078,748.144995,181.88491,7.38688,10.307955,8.959731,11.65618,277.444356,0.929178,1883.713544,2759.251764,1884.213544,1337.248236,23.54858,-29.336676,770769.8529,881.177501,874.704417,10782.09766,1451.737658,184.089264,7.828983,10.512683,9.669213,11.356153,283.490594,0.96799,3052.274764,1537.233473,3052.774764,2559.266527,23.55836,-29.467715,330909.5174,648.893024,509.960047,4784.430176,623.264916,180.80382,7.261882,10.400574,8.731768,12.06938,88.078521,0.901682
50,cpt1m012-fa06-20190903-0114-e91.fits,50,0,58730.33725,2458730.337245,2458730.343333,1.334603,69.974,10.132084,13,25,38,0.231607,0.361399,1.061556,0.281409,0.000485,0.000724,0.001842,0.000618,477.721614,499.174868,576.180453,455.460913,1499883.467,1297.019269,1997.631582,2016.992861,1998.131582,2079.507139,23.549581,-29.416887,347384.1749,530.929158,662.219358,524.575687,4650.582031,654.294776,188.172115,2222,8.06161,10.669504,9.641038,11.697969,270.743368,0.96349,2700.589197,2435.854005,2701.089197,1660.645995,23.55537,-29.370808,398161.2171,692.157186,575.246815,5946.583984,749.93285,186.185482,7.378643,10.386088,9.079074,11.693101,278.361857,0.933072,1883.631651,2759.055415,1884.131651,1337.444585,23.54858,-29.336674,772334.1257,883.096827,874.574681,10911.66602,1454.683951,189.241134,7.516328,10.528571,9.74817,11.308971,285.048892,0.97096,3052.178138,1536.952231,3052.678138,2559.547769,23.55836,-29.467721,329388.1239,650.62847,506.261467,4684.25293,620.399386,186.586945,7.41304,10.356445,8.715257,11.997633,88.257978,0.904056
51,cpt1m012-fa06-20190903-0115-e91.fits,51,0,58730.33836,2458730.338362,2458730.344450,1.327759,69.969,9.835604,13,25,38,0.232762,0.361262,1.055602,0.283843,0.000484,0.000721,0.001825,0.000619,481.041244,501.056335,578.370156,458.909608,1504334.668,1296.512695,1997.579191,2017.097983,1998.079191,2079.402017,23.549581,-29.416882,350151.2708,530.929158,662.398933,528.610862,5002.833008,659.506575,183.490577,2249,7.533084,10.486226,9.491831,11.48062,272.70491,0.964352,2700.604322,2436.033454,2701.104322,1660.466546,23.55537,-29.370798,399231.3659,691.259921,577.541608,6190.936035,751.948465,184.614796,6.903063,10.183514,8.841893,11.525136,278.483559,0.926678,1883.646281,2759.14379,1884.146281,1337.35621,23.54858,-29.336673,772512.5562,882.680162,875.189666,11268.25586,1455.020023,186.627554,7.545181,10.396423,9.552505,11.240341,284.512219,0.965978,3052.225721,1537.044766,3052.725721,2559.455234,23.558359,-29.467719,332590.7454,651.137943,510.78385,4987.01123,626.431493,183.675281,7.229001,10.201526,8.507187,11.895866,88.740092,0.895303
52,cpt1m012-fa06-20190903-0116-e91.fits,52,0,58730.33948,2458730.339481,2458730.345569,1.321025,69.973,9.721811,13,25,38,0.231458,0.361128,1.057913,0.283061,0.000484,0.000721,0.00183,0.000618,478.592105,500.770716,578.096556,458.011057,1503609.467,1296.27283,1997.578927,2017.031821,1998.078927,2079.468179,23.54958,-29.416883,348022.5521,530.929158,662.397839,525.398079,4922.398926,655.497153,186.523719,2218,7.353299,10.502124,9.467857,11.536391,270.392281,0.96194,2700.646569,2435.878806,2701.146569,1660.621194,23.55537,-29.370803,398930.4724,691.229929,577.131365,6145.651367,751.381735,184.657716,7.111907,10.238666,8.932545,11.544788,277.326301,0.932666,1883.669927,2759.005503,1884.169927,1337.494497,23.54858,-29.336677,772961.7489,882.410846,875.965829,11552.65527,1455.866073,188.114082,7.356081,10.455256,9.614192,11.29632,283.89697,0.967347,3052.235827,1537.038062,3052.735827,2559.461938,23.55836,-29.467712,331717.2454,651.057244,509.505498,5033.384766,624.786264,184.002088,7.230353,10.282656,8.610937,11.954376,87.901341,0.89911
53,cpt1m012-fa06-20190903-0117-e91.fits,53,0,58730.3406,2458730.340598,2458730.346686,1.314362,69.973,9.966294,13,25,38,0.232306,0.359842,1.060214,0.283312,0.000483,0.000718,0.001831,0.000617,480.789375,501.174142,579.122488,459.324451,1507070.82,1296.797353,1997.60792,2017.052248,1998.10792,2079.447752,23.54958,-29.416881,350101.3596,530.929158,662.942562,528.1021,4935.016113,659.412568,185.572224,2260,7.832767,10.503352,9.499056,11.507647,89.170862,0.964059,2700.630063,2435.915133,2701.130063,1660.584867,23.55537,-29.3708,398801.5529,690.821211,577.286202,6129.292969,751.138917,184.725286,7.219511,10.189538,8.901029,11.478046,276.91435,0.93428,1883.656003,2759.009763,1884.156003,1337.490237,23.54858,-29.336678,775558.9565,883.596689,877.729586,11268.29004,1460.757889,187.779774,7.74663,10.402646,9.613293,11.191999,284.14465,0.970637,3052.295374,1536.994508,3052.795374,2559.505492,23.55836,-29.467717,332710.3104,650.927277,511.132844,4936.547363,626.656693,183.2495,7.344457,10.219181,8.545405,11.892956,87.046738,0.897139
54,cpt1m012-fa06-20190903-0118-e91.fits,54,0,58730.34172,2458730.341724,2458730.347812,1.307812,69.969,10.253463,13,25,38,0.232566,0.361686,1.059899,0.281796,0.000484,0.000722,0.001834,0.000616,480.123637,500.955831,577.990753,457.358931,1504616.236,1297.229967,1997.633193,2016.998497,1998.133193,2079.501503,23.549581,-29.416883,349922.2393,530.929158,663.442909,527.433837,4669.569336,659.075196,186.378793,2282,8.107491,10.601487,9.642086,11.560889,271.431743,0.967691,2700.687642,2435.869423,2701.187642,1660.630577,23.55537,-29.370803,399650.2141,692.071641,577.469427,5849.455566,752.737362,185.699112,7.534853,10.327095,9.066714,11.587476,278.978846,0.936079,1883.692174,2758.965082,1884.192174,1337.534918,23.54858,-29.33668,774184.369,883.627863,876.143003,10671.15625,1458.168866,188.105516,7.803154,10.512545,9.747697,11.277392,285.361828,0.971649,3052.313728,1536.941163,3052.813728,2559.558837,23.55836,-29.467719,330781.6524,650.418506,508.567406,4703.233887,623.024084,185.484048,7.602059,10.344568,8.703207,11.98593,88.257586,0.903827
55,cpt1m012-fa06-20190903-0119-e91.fits,55,0,58730.34284,2458730.342843,2458730.348931,1.301368,69.973,9.926561,13,25,38,0.232128,0.358731,1.063755,0.282931,0.000482,0.000716,0.001836,0.000616,481.599593,501.006183,579.37456,459.455832,1505751.984,1294.809445,1997.507552,2016.905384,1998.007552,2079.594616,23.54958,-29.416883,349527.0903,530.929158,660.601642,529.104181,4722.640137,658.330937,181.538142,2232,7.669631,10.500776,9.489201,11.512351,89.1824,0.963529,2700.526876,2435.82025,2701.026876,1660.67975,23.55537,-29.370799,397547.1371,689.215641,576.810963,6052.226074,748.776236,180.720613,7.02578,10.200202,8.863418,11.536985,276.934222,0.929552,1883.549064,2758.897817,1884.049064,1337.602183,23.54858,-29.336677,776134.4295,882.938285,879.035877,10567.11426,1461.841786,183.233986,7.390103,10.467534,9.636193,11.298876,284.058597,0.967971,3052.205254,1536.853762,3052.705254,2559.646238,23.55836,-29.46772,332070.4172,649.563918,511.22054,4790.214844,625.45146,180.13587,7.367267,10.281109,8.604917,11.9573,87.62851,0.898417
56,cpt1m012-fa06-20190903-0120-e91.fits,56,0,58730.34397,2458730.343969,2458730.350057,1.295032,69.977,10.251858,13,25,38,0.232507,0.360156,1.064375,0.281423,0.000484,0.000721,0.001844,0.000616,480.268721,499.452094,577.289581,456.573041,1501938.665,1296.043354,1997.639108,2017.057153,1998.139108,2079.442847,23.54958,-29.416877,349211.7101,530.929158,661.735665,527.720854,4701.906738,657.736921,185.885284,2225,7.989384,10.615239,9.670026,11.560452,89.898914,0.968782,2700.688784,2435.968888,2701.188784,1660.531112,23.55537,-29.370793,397699.0139,691.514595,575.112972,5817.586426,749.062295,185.535425,7.551648,10.356504,9.074933,11.638075,277.943798,0.935768,1883.714623,2759.036054,1884.214623,1337.463946,23.54858,-29.336673,774387.2712,882.712292,877.281622,10386.91699,1458.551031,187.647464,7.908681,10.623773,9.862889,11.384657,286.460099,0.971178,3052.325085,1536.987061,3052.825085,2559.512939,23.55836,-29.467715,329852.3797,649.888415,507.552331,4729.218262,621.273807,184.130299,7.631157,10.398161,8.841228,11.955094,87.910047,0.913753
57,cpt1m012-fa06-20190903-0121-e91.fits,57,0,58730.34509,2458730.345089,2458730.351177,1.2888,69.977,10.357914,13,25,38,0.2318,0.361165,1.061007,0.281829,0.000483,0.000721,0.001836,0.000617,479.544818,500.61847,577.73676,456.846635,1502785.603,1296.094146,1997.583777,2016.965672,1998.083777,2079.534328,23.54958,-29.416882,348345.7803,530.929158,661.369308,526.703879,4432.570801,656.105951,185.039488,2216,7.967903,10.839507,9.912155,11.766859,88.065123,0.971015,2700.636754,2435.83485,2701.136754,1660.66515,23.55537,-29.370799,398741.6925,691.074948,576.987624,5535.333496,751.02617,184.32883,7.661812,10.59437,9.356714,11.832026,276.277236,0.944236,1883.745142,2758.897728,1884.245142,1337.602272,23.548581,-29.336681,773634.3246,882.61432,876.525915,10102.66113,1457.132863,187.721109,7.917153,10.789922,10.049687,11.530157,283.532103,0.976481,3052.233572,1536.945105,3052.733572,2559.554895,23.55836,-29.467713,330409.5859,650.590049,507.861419,4522.793945,622.3233,184.781198,7.632932,10.620828,9.096615,12.145041,86.245559,0.919535
58,cpt1m012-fa06-20190903-0122-e91.fits,58,0,58730.34621,2458730.346210,2458730.352298,1.28267,69.973,10.230637,13,25,38,0.230853,0.361796,1.059271,0.281942,0.000483,0.000723,0.001835,0.000618,477.898182,500.329412,577.225993,456.445548,1502248.994,1296.912435,1997.438088,2016.967318,1997.938088,2079.532682,23.549581,-29.416877,346799.1578,530.929158,661.034886,524.630644,4561.79541,653.192902,186.187947,2170,7.876142,10.803621,9.794624,11.812618,87.045879,0.965344,2700.502732,2435.836173,2701.002732,1660.663827,23.55537,-29.370797,399110.8125,691.976259,576.769517,5672.5625,751.721404,185.259515,7.417976,10.531243,9.229272,11.833214,274.943808,0.938888,1883.526427,2758.909314,1884.026427,1337.590686,23.54858,-29.336677,772743.6848,882.726491,875.405567,10140.72461,1455.455351,188.768991,7.474797,10.743657,9.912821,11.574492,281.78464,0.971864,3052.150043,1536.911662,3052.650043,2559.588338,23.55836,-29.467712,330394.4963,651.110332,507.432428,4355.591797,622.294879,184.853615,7.79572,10.644905,9.027886,12.261923,86.932218,0.910797
59,cpt1m012-fa06-20190903-0123-e91.fits,59,0,58730.34733,2458730.347332,2458730.353420,1.276643,69.977,10.057755,13,25,38,0.232716,0.36066,1.060748,0.282377,0.000484,0.000721,0.001835,0.000617,480.77586,500.568364,578.03334,457.709866,1502658.424,1295.365428,1997.578715,2017.059464,1998.078715,2079.440536,23.54958,-29.41687,349693.1885,530.929158,661.941767,528.283915,4744.893555,658.643781,183.037164,2197,7.60889,10.684266,9.673165,11.695366,88.693246,0.964737,2700.642886,2435.932519,2701.142886,1660.567481,23.55537,-29.370795,398298.257,690.576033,576.762352,5797.603027,750.190964,183.061871,7.38523,10.387381,9.045284,11.729479,276.657182,0.931782,1883.615111,2759.064869,1884.115111,1337.435131,23.54858,-29.336667,773477.3016,882.375375,876.585321,10642.53613,1456.837111,185.457878,7.597858,10.649694,9.821758,11.477631,283.539829,0.96987,3052.363045,1536.914647,3052.863045,2559.585353,23.55836,-29.467718,330882.8654,649.992333,509.056566,4677.342285,623.214717,182.085504,7.408406,10.463795,8.829639,12.097951,86.884577,0.905923
60,cpt1m012-fa06-20190903-0124-e91.fits,60,0,58730.34846,2458730.348455,2458730.354543,1.270679,69.973,9.660049,13,25,38,0.231392,0.360336,1.060499,0.282762,0.00048,0.000717,0.001827,0.000614,481.821702,502.711343,580.566183,460.343851,1507849.421,1294.252361,1997.610905,2016.999151,1998.110905,2079.500849,23.549581,-29.416881,348904.2445,530.929158,659.305944,529.199301,5015.758301,657.157813,178.518393,2224,7.254718,10.539745,9.587165,11.492326,87.775622,0.967659,2700.641902,2435.841365,2701.141902,1660.658635,23.55537,-29.370805,399410.1384,689.558735,579.225696,6210.133789,752.285182,178.159014,7.055947,10.226464,8.915231,11.537697,275.150705,0.934246,1883.623201,2758.997245,1884.123201,1337.502755,23.54858,-29.336675,776061.0985,882.35394,879.534917,11116.63477,1461.703668,181.230918,7.020216,10.480726,9.704458,11.256994,283.111048,0.97303,3052.301139,1536.904667,3052.801139,2559.595333,23.55836,-29.467721,332378.1841,648.883232,512.231119,5063.903809,626.031136,177.782752,7.251559,10.284465,8.609276,11.959654,86.335361,0.897622
61,cpt1m012-fa06-20190903-0125-e91.fits,61,0,58730.34957,2458730.349570,2458730.355658,1.264884,69.993,9.733236,13,25,38,0.232127,0.361245,1.060954,0.281778,0.00048,0.000717,0.001824,0.000612,483.1592,504.081032,581.621278,460.370784,1513004.343,1296.265748,1997.54944,2016.849134,1998.04944,2079.650866,23.54958,-29.416883,351209.648,530.929158,661.700289,530.768467,4957.226074,661.500018,180.05214,2206,7.423218,10.489292,9.497836,11.480748,89.679666,0.964889,2700.597618,2435.768005,2701.097618,1660.731995,23.55537,-29.370797,401518.4359,691.018287,581.053271,6233.367188,756.25614,179.594443,7.15192,10.126208,8.779286,11.473131,277.705219,0.926477,1883.597026,2758.846922,1884.097026,1337.653078,23.54858,-29.336676,778876.21,883.583654,881.496852,11256.33691,1467.005904,181.319139,7.423565,10.372597,9.578071,11.167124,285.168527,0.968859,3052.21815,1536.806146,3052.71815,2559.693854,23.558359,-29.467717,332609.6968,649.67572,511.96264,4844.013184,626.467188,178.919575,7.274191,10.172643,8.477271,11.868015,87.937847,0.894275
62,cpt1m012-fa06-20190903-0126-e91.fits,62,0,58730.35069,2458730.350694,2458730.356782,1.259151,70.029,9.648876,13,25,38,0.232826,0.360978,1.059272,0.282667,0.000481,0.000717,0.001822,0.000613,483.685043,503.657277,581.425287,461.113435,1510429.483,1294.668864,1997.741358,2016.963409,1998.241358,2079.536591,23.54958,-29.416877,351666.7013,530.929158,661.627454,531.517698,5154.37207,662.360874,179.830755,2279,7.667805,10.450106,9.405657,11.494555,270.481975,0.960818,2700.782346,2435.87106,2701.282346,1660.62894,23.55537,-29.370794,400617.7317,690.178061,580.455616,6248.98584,754.559672,178.469999,7.060967,10.192587,8.835328,11.549846,277.077957,0.927166,1883.782243,2758.949573,1884.282243,1337.550427,23.54858,-29.336673,776952.0076,882.635196,880.264022,11546.50684,1463.381687,181.801452,7.145209,10.396537,9.53711,11.255964,283.398676,0.966157,3052.44787,1536.894767,3052.94787,2559.605233,23.55836,-29.467714,332859.7438,648.673124,513.139409,5083.129883,626.938149,177.899928,6.988286,10.186433,8.453915,11.918952,86.997789,0.889495
63,cpt1m012-fa06-20190903-0127-e91.fits,63,0,58730.35181,2458730.351809,2458730.357897,1.253508,69.973,9.290274,13,25,38,0.231765,0.359349,1.063551,0.282459,0.000479,0.000714,0.001828,0.000612,483.928344,503.580804,581.910065,461.50407,1509992.731,1292.877071,1997.680206,2016.887207,1998.180206,2079.612793,23.54958,-29.416886,349964.1425,530.929158,658.174148,531.719672,5373.165527,659.15412,174.922286,2207,7.081783,10.394985,9.391528,11.398442,89.019535,0.963368,2700.760848,2435.822661,2701.260848,1660.677339,23.55537,-29.370801,399171.9953,688.21162,580.013449,6660.891602,751.836641,174.979788,6.5979,10.109822,8.7618,11.457844,276.182144,0.928048,1883.704919,2758.953656,1884.204919,1337.546344,23.54858,-29.336675,778247.7651,882.320194,882.046869,12266.88184,1465.822234,177.135466,7.011399,10.33284,9.49543,11.170251,282.690596,0.968233,3052.410476,1536.862407,3052.910476,2559.637593,23.55836,-29.467718,332572.9706,647.616368,513.533918,5305.283203,626.398014,173.932791,6.821137,10.071106,8.325315,11.816897,87.080824,0.88553
64,cpt1m012-fa06-20190903-0128-e91.fits,64,0,58730.35293,2458730.352928,2458730.359016,1.247956,70.029,9.229073,13,25,38,0.232385,0.361347,1.058503,0.282638,0.000479,0.000715,0.001816,0.000612,485.34494,505.604209,582.904224,461.863085,1511229.477,1292.158698,1997.449341,2016.97547,1997.949341,2079.52453,23.54958,-29.416885,351186.4815,530.929158,658.333515,533.447673,5086.76416,661.456384,173.600895,2163,7.064719,10.47165,9.489043,11.454258,88.998955,0.96535,2700.528874,2435.872783,2701.028874,1660.627217,23.55537,-29.370801,401130.5576,687.902514,583.121226,6341.814453,755.525575,173.488328,6.643512,10.159335,8.789213,11.529458,276.936753,0.925543,1883.522681,2758.99122,1884.022681,1337.50878,23.54858,-29.336676,777089.528,881.152943,881.900849,11654.05566,1463.640705,176.215579,6.737123,10.403813,9.587509,11.220117,284.082965,0.968702,3052.147498,1536.952934,3052.647498,2559.547066,23.558359,-29.467718,333009.3918,648.100087,513.824019,4904.20166,627.22001,173.309629,7.180665,10.2153,8.554865,11.875735,87.047043,0.898615
65,cpt1m012-fa06-20190903-0129-e91.fits,65,0,58730.35405,2458730.354045,2458730.360133,1.24253,69.973,9.136196,13,25,38,0.230869,0.36136,1.058446,0.282648,0.000479,0.000716,0.001817,0.000612,481.962612,505.043827,582.403131,461.995911,1508341.532,1290.847276,1997.505809,2017.102935,1998.005809,2079.397065,23.54958,-29.416879,348229.2635,530.929158,658.19919,529.063647,5070.608887,655.886493,174.590749,2222,7.018712,10.529487,9.528727,11.530247,89.07561,0.964474,2700.610995,2435.976467,2701.110995,1660.523533,23.55537,-29.370798,400375.1935,687.446262,582.409442,6483.193359,754.102854,172.237558,6.449377,10.278658,8.962502,11.594814,277.498887,0.931958,1883.593499,2759.056483,1884.093499,1337.443517,23.54858,-29.336677,775584.1512,880.814428,880.530707,11631.69434,1460.805343,176.065108,6.626001,10.503509,9.72594,11.281077,284.409671,0.971753,3052.217219,1537.070594,3052.717219,2559.429406,23.558359,-29.467712,332382.1877,646.428861,514.18216,4891.578125,626.038677,171.68413,7.22162,10.298429,8.612751,11.984107,87.703139,0.897695
66,cpt1m012-fa06-20190903-0130-e91.fits,66,0,58730.35516,2458730.355162,2458730.361250,1.237159,70.029,8.905296,13,25,38,0.231545,0.360659,1.062278,0.281786,0.000477,0.000711,0.001817,0.000608,485.253701,506.94084,584.688612,463.301413,1512323.74,1288.893274,1997.470841,2017.044028,1997.970841,2079.455972,23.54958,-29.416888,350171.5395,530.929158,657.022718,532.967172,5241.436035,659.544751,169.499277,2233,6.802062,10.513753,9.48301,11.544496,88.77343,0.962214,2700.562071,2435.98714,2701.062071,1660.51286,23.55537,-29.370799,400859.6743,685.835699,584.483536,6541.399414,755.015369,168.580021,6.371384,10.204156,8.845804,11.562508,276.456904,0.927968,1883.527773,2759.086069,1884.027773,1337.413931,23.548579,-29.336679,778996.9471,880.221058,885.001489,12014.28613,1467.233311,171.145475,6.399752,10.45196,9.655055,11.248864,284.364424,0.970109,3052.17117,1537.028047,3052.67117,2559.471953,23.558359,-29.467715,332467.1187,645.047405,515.415016,5199.072754,626.198643,168.431441,6.91179,10.262194,8.613323,11.911065,87.451575,0.901087
67,cpt1m012-fa06-20190903-0131-e91.fits,67,0,58730.35628,2458730.356283,2458730.362371,1.231877,70.033,8.663958,13,25,38,0.233045,0.358909,1.064019,0.282669,0.000477,0.000708,0.001818,0.000608,488.263154,506.780894,585.374589,464.872915,1513456.302,1288.251716,1997.54617,2016.994276,1998.04617,2079.505724,23.54958,-29.416892,352703.19,530.929158,657.020444,536.822246,5441.117188,664.31309,166.499443,2187,6.398536,10.436088,9.431346,11.440829,87.354835,0.96329,2700.630298,2435.921769,2701.130298,1660.578231,23.55537,-29.370803,399727.5818,684.64487,583.846603,6866.401855,752.883083,165.938668,6.488061,10.094574,8.744219,11.444929,276.416821,0.927331,1883.619046,2758.983328,1884.119046,1337.516672,23.548579,-29.336686,780199.4308,880.635485,885.95048,12706.25195,1469.498178,169.102189,6.049435,10.323759,9.533547,11.113971,283.73927,0.970571,3052.25282,1536.978084,3052.75282,2559.521916,23.55836,-29.467721,333529.2898,644.464916,517.52901,5314.808594,628.199232,164.24936,6.814503,10.165103,8.468457,11.861749,86.120808,0.892566
68,cpt1m012-fa06-20190903-0132-e91.fits,68,0,58730.3574,2458730.357399,2458730.363487,1.226698,69.977,8.90599,13,25,38,0.23153,0.361298,1.062084,0.281294,0.000475,0.000711,0.001812,0.000606,487.152856,508.510001,586.036433,464.359967,1514788.819,1288.097521,1997.588406,2017.070733,1998.088406,2079.429267,23.54958,-29.416883,350718.4178,530.929158,655.258539,535.236699,5466.645508,660.574791,166.209163,2189,6.661123,10.418918,9.367075,11.470761,88.50296,0.959941,2700.709057,2435.912154,2701.209057,1660.587846,23.55537,-29.370802,402035.7327,685.43048,586.544872,6805.284668,757.230463,164.18491,6.804215,10.144607,8.803738,11.485476,276.53303,0.928862,1883.657541,2759.050739,1884.157541,1337.449261,23.548579,-29.336677,780197.6238,880.337574,886.248238,12516.54297,1469.494774,167.831112,6.622018,10.35378,9.535154,11.172407,282.678883,0.969757,3052.266254,1537.04654,3052.766254,2559.45346,23.558359,-29.467714,332555.4628,643.728231,516.60848,5211.656738,626.365039,163.982079,6.872646,10.201913,8.508132,11.895694,86.832205,0.89429
69,cpt1m012-fa06-20190903-0133-e91.fits,69,0,58730.35852,2458730.358519,2458730.364607,1.221586,69.977,8.611436,13,25,38,0.232024,0.36229,1.057671,0.282124,0.000474,0.000709,0.001798,0.000605,489.857524,510.959003,588.381788,466.540742,1521774.1,1289.236382,1997.472055,2016.96629,1997.972055,2079.53371,23.54958,-29.416887,353087.6588,530.929158,655.794946,538.41168,5595.607422,665.037234,163.31087,2147,6.55349,10.228893,9.216644,11.241141,86.818092,0.961106,2700.616293,2435.834621,2701.116293,1660.665379,23.55537,-29.370804,404703.6328,686.292635,589.695434,7085.480469,762.255428,162.574031,6.409031,10.136889,8.969451,11.304326,277.080541,0.945036,1883.573983,2758.887625,1884.073983,1337.612375,23.548579,-29.336687,782212.6057,880.431709,888.442111,12987.14258,1473.289973,165.714937,5.888207,10.197307,9.367458,11.027156,282.605696,0.968062,3052.203816,1536.992876,3052.703816,2559.507124,23.558359,-29.467713,334857.862,644.959592,519.192002,5466.124023,630.701586,162.431379,6.689027,9.990738,8.241612,11.739865,86.196113,0.88252
70,cpt1m012-fa06-20190903-0134-e91.fits,70,0,58730.35964,2458730.359644,2458730.365732,1.216539,69.973,8.651786,13,25,38,0.232696,0.36119,1.059717,0.282306,0.000476,0.000709,0.001805,0.000606,489.15685,509.247177,587.11425,465.852248,1517894.167,1288.553723,1997.513128,2017.014536,1998.013128,2079.485464,23.54958,-29.41689,353208.5883,530.929158,656.87829,537.707812,5414.871582,665.265003,163.327498,2184,6.567903,10.300596,9.328841,11.272352,86.8123,0.964589,2700.639759,2435.913511,2701.139759,1660.586489,23.55537,-29.370805,402771.5801,685.778163,587.32051,6869.706055,758.616425,163.224917,6.579123,9.974611,8.60878,11.340442,275.410456,0.925095,1883.616966,2758.971122,1884.116966,1337.528878,23.54858,-29.336688,780951.0907,880.190703,887.252147,12705.71484,1470.913922,166.23035,6.088751,10.160215,9.352033,10.968397,281.611697,0.970407,3052.235342,1536.987071,3052.735342,2559.512929,23.558359,-29.46772,334171.4963,644.471362,518.520319,5472.183105,629.408822,163.221378,6.75993,9.978535,8.271105,11.685965,86.233307,0.88752
