 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,DATE-OBS,JD-OBS,BJD-OBS,TIME-OBS,JD,AIRMASS,EXPTIME,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8
11,coj1m011-fa12-20190425-0068-e91.fits,11,0,58598.86553,2458598.866,2019,NaN,2458598.868,NaN,NaN,1.052981,79.972,5.915803,10,18,27,0.143719,0.082716,0.190839,0.189425,0.318493,0.211205,0.153222,0.15166,0.000228,0.000185,0.000288,0.000287,0.000397,0.000305,0.000256,0.000254,631.620743,446.60714,663.354967,659.340095,801.499638,693.384275,599.528111,596.261874,3641975.115,2004.961663,2084.915399,2098.758938,2085.415399,1997.741062,8.939283,-12.930652,523422.0336,314.159265,776.985761,673.657176,14628.88867,1666.104079,452.469654,1113,5.065653,8.242672,7.754619,8.730725,286.104124,0.980548,2074.028312,2059.797858,2074.528312,2036.702142,8.939206,-12.93488,301250.9268,653.827068,460.750161,8523.642578,958.911482,454.111943,5.133682,8.258,7.750567,8.765433,285.861975,0.979282,2238.481057,2222.571075,2238.981057,1873.928925,8.940409,-12.917073,583648.6246,807.123363,723.121956,15230.41895,1857.811273,456.935109,4.872104,8.234326,7.711635,8.757018,286.080064,0.977691,2434.204042,2416.844825,2434.704042,1679.655175,8.941841,-12.895818,580011.3064,808.107212,717.74054,15536.95898,1846.233329,460.122397,4.952602,8.262743,7.760908,8.764579,285.874367,0.979745,1449.807331,1552.975086,1450.307331,2543.524914,8.934628,-12.990451,879749.4972,941.805939,934.109099,24916.12305,2800.329623,449.440984,5.428467,8.237698,7.761718,8.713677,281.970241,0.984119,2718.310205,1360.460181,2718.810205,2736.039819,8.944033,-13.009736,635073.2118,830.87778,764.340108,16476.95313,2021.500818,445.971663,5.411364,8.211262,7.653299,8.769226,282.798678,0.9775,2162.936755,1207.920139,2163.436755,2888.579861,8.939935,-13.02692,483888.6798,755.284103,640.671077,13345.24902,1540.265506,448.390652,5.492409,8.282431,7.749409,8.815452,283.356704,0.979409,1739.404628,2554.76654,1739.904628,1541.73346,8.93669,-12.881742,479603.7958,753.376063,636.606098,12772.9043,1526.626297,452.725557,4.850468,8.226608,7.755984,8.697231,287.98404,0.980145
12,coj1m011-fa12-20190425-0069-e91.fits,12,0,58598.86677,2458598.867,2019,NaN,2458598.869,NaN,NaN,1.052934,79.972,5.95411,10,18,27,0.143623,0.082487,0.190161,0.189186,0.319079,0.211755,0.152804,0.151992,0.000227,0.000185,0.000287,0.000286,0.000397,0.000304,0.000255,0.000254,632.287627,446.642777,662.957436,661.522666,803.251363,695.496064,600.264905,598.186605,3647578.63,2003.790942,2084.842776,2098.887332,2085.342776,1997.612668,8.939283,-12.930656,523876.9506,314.159265,776.954634,674.269678,14913.13184,1667.552125,448.185578,1089,5.372424,8.227751,7.676642,8.778861,283.414637,0.977664,2073.971142,2059.942169,2074.471142,2036.557831,8.939206,-12.934882,300878.0243,653.05122,460.726533,8482.039062,957.724497,448.128654,5.220625,8.257017,7.687614,8.82642,282.529359,0.977039,2238.415805,2222.802902,2238.915805,1873.697098,8.940409,-12.917065,582802.2389,806.944634,722.233242,15821.32813,1855.117143,452.311173,4.925375,8.19102,7.636811,8.745229,284.663405,0.976128,2434.115201,2417.075726,2434.615201,1679.424274,8.941841,-12.895811,580289.0151,805.607308,720.312501,15746.01465,1847.117303,452.686477,5.090782,8.249068,7.695903,8.802232,284.392985,0.976792,1449.740252,1553.202382,1450.240252,2543.297618,8.934628,-12.990444,882332.0431,942.462536,936.198532,25810.55469,2808.550122,445.153399,5.187848,8.162457,7.648475,8.676439,280.93809,0.981728,2718.233053,1360.598722,2718.733053,2735.901278,8.944033,-13.009741,637415.6989,831.20059,766.861461,16695.57031,2028.957186,440.805932,5.338323,8.194996,7.592663,8.79733,281.043539,0.975102,2162.833817,1208.095348,2163.333817,2888.404652,8.939935,-13.02692,483484.7266,753.838053,641.364183,13435.64551,1538.979683,442.418068,5.698552,8.280069,7.660131,8.900006,280.068403,0.974845,1739.296007,2554.981893,1739.796007,1541.518107,8.936689,-12.881735,481254.9077,753.401287,638.776328,13102.60938,1531.881949,446.009081,4.883147,8.255283,7.731022,8.779544,284.861528,0.978781
13,coj1m011-fa12-20190425-0070-e91.fits,13,0,58598.86801,2458598.868,2019,NaN,2458598.87,NaN,NaN,1.052943,79.98,5.963612,10,18,27,0.143553,0.082568,0.190597,0.189287,0.318026,0.211706,0.153191,0.15195,0.000233,0.000189,0.000294,0.000293,0.000406,0.000312,0.000261,0.00026,616.644385,436.694202,648.432593,646.135792,784.230545,679.522505,585.976517,583.989401,3516267.16,1977.746062,2084.971703,2098.852124,2085.471703,1997.647876,8.939283,-12.930651,504769.9298,314.159265,767.763164,657.455259,14327.74609,1606.732589,445.248072,1097,5.071998,8.165823,7.665599,8.666047,284.62966,0.980426,2074.093879,2059.90407,2074.593879,2036.59593,8.939206,-12.934878,290330.2415,644.469795,450.494723,8095.68457,924.149861,447.219451,5.126627,8.213649,7.71547,8.711828,284.748566,0.980718,2238.545307,2222.679596,2239.045307,1873.820404,8.940409,-12.917069,562902.3596,796.586888,706.642764,15083.83887,1791.77386,449.592923,5.580169,8.151768,7.658662,8.644874,286.18986,0.979627,2434.282074,2416.946115,2434.782074,1679.553885,8.941841,-12.895814,559648.8446,795.446793,703.565404,15266.49121,1781.4176,450.815794,4.989084,8.190762,7.683499,8.698024,286.33367,0.978516,1449.876141,1553.101376,1450.376141,2543.398624,8.934628,-12.990449,848439.7958,928.456082,913.81791,24210.56836,2700.667748,442.541174,5.480905,8.163029,7.689372,8.636685,281.256855,0.984325,2718.458313,1360.554602,2718.958313,2735.945398,8.944033,-13.009738,614353.0658,819.881451,749.319387,15684.52637,1955.546545,438.677538,5.160051,8.162268,7.583753,8.740782,280.231688,0.977336,2163.025907,1208.075712,2163.525907,2888.424288,8.939935,-13.026916,467103.8256,746.123362,626.041013,13345.10742,1486.837655,442.728307,5.369183,8.178882,7.630935,8.72683,282.850875,0.978085,1739.433455,2554.848382,1739.933455,1541.651618,8.936689,-12.88174,463819.2685,743.812378,623.570247,12586.18848,1476.382586,445.668287,4.976766,8.209907,7.721633,8.69818,287.577939,0.978983
14,coj1m011-fa12-20190425-0071-e91.fits,14,0,58598.86926,2458598.869,2019,NaN,2458598.872,NaN,NaN,1.053009,79.988,5.583859,10,18,27,0.143718,0.082593,0.191273,0.191063,0.316661,0.211447,0.15198,0.152141,0.00025,0.000205,0.000317,0.000316,0.000433,0.000334,0.00028,0.00028,574.812284,402.624916,604.174488,603.790743,731.559343,632.270231,542.182309,542.400495,3157495.877,1907.644585,2084.946036,2098.845824,2085.446036,1997.654176,8.939283,-12.930666,453789.3103,314.159265,740.321706,612.962319,14087.55957,1444.456237,455.041041,1093,4.846925,8.112105,7.615358,8.608851,286.457801,0.978875,2074.071735,2059.886562,2074.571735,2036.613438,8.939206,-12.934894,260786.9035,628.261466,415.092947,8175.616211,830.110496,455.902538,4.732223,8.103663,7.597652,8.609674,285.571067,0.978875,2238.508999,2222.68711,2239.008999,1873.81289,8.940409,-12.917083,506974.3905,769.847545,658.538686,14123.78516,1613.749605,458.150643,4.698079,8.103383,7.610773,8.595993,286.62724,0.979017,2434.236676,2416.962816,2434.736676,1679.537184,8.941841,-12.895829,506505.1947,769.737346,658.023412,15183.00781,1612.256109,459.026274,4.686816,8.126045,7.625118,8.626973,287.673136,0.977326,1449.812067,1553.114188,1450.312067,2543.385812,8.934628,-12.990459,759386.754,889.964507,853.277572,23185.26563,2417.203112,452.047239,5.146069,8.125888,7.630073,8.621703,282.505039,0.982001,2718.387576,1360.56383,2718.887576,2735.93617,8.944033,-13.009751,551111.5182,790.566068,697.110009,15286.34375,1754.242446,447.530828,4.855526,8.09113,7.514567,8.667694,282.80255,0.975276,2162.959433,1208.039639,2163.459433,2888.460361,8.939935,-13.026932,416567.4465,719.877373,578.664453,12601.31543,1325.975365,450.062299,5.082844,8.146956,7.615048,8.678863,282.392381,0.979489,1739.415667,2554.863034,1739.915667,1541.636966,8.936689,-12.881754,416950.5727,720.202802,578.93495,12440.58691,1327.194894,454.264756,4.658776,8.112905,7.629295,8.596515,287.559238,0.978907
15,coj1m011-fa12-20190425-0072-e91.fits,15,0,58598.8705,2458598.871,2019,NaN,2458598.873,NaN,NaN,1.053132,79.972,5.96205,10,18,27,0.143905,0.082478,0.192619,0.192636,0.314626,0.211542,0.151484,0.151385,0.000266,0.000219,0.000338,0.000338,0.000457,0.000355,0.000298,0.000298,540.02311,376.574842,569.648211,570.263784,687.956129,595.132952,507.752211,507.779726,2882320.703,1851.649488,2084.948875,2098.850169,2085.448875,1997.649831,8.939283,-12.930657,414779.4334,314.159265,720.375662,575.782131,11839.27246,1320.283942,457.885486,1098,5.052601,8.202572,7.698574,8.706569,285.74608,0.979387,2074.075092,2059.908186,2074.575092,2036.591814,8.939206,-12.934882,237729.2985,612.542158,388.102754,7042.807129,756.715859,458.477818,5.007441,8.19435,7.668836,8.719863,284.459703,0.978703,2238.537318,2222.69299,2239.037318,1873.80701,8.940409,-12.917073,465521.418,749.301389,621.273929,12181.88379,1481.800696,461.922181,5.754197,8.214749,7.691121,8.738377,284.974492,0.978527,2434.276743,2416.96386,2434.776743,1679.53614,8.941841,-12.895819,465556.8411,748.359078,622.103553,12649.55664,1481.913451,461.168252,5.020878,8.241917,7.703463,8.780371,286.151156,0.976306,1449.830961,1553.071216,1450.330961,2543.428784,8.934628,-12.990456,689817.6607,859.765297,802.332524,19518.43359,2195.757811,455.347521,5.575775,8.192336,7.711034,8.673638,283.291943,0.982855,2718.365838,1360.521554,2718.865838,2735.978446,8.944033,-13.009746,503269.2386,766.806632,656.318318,12990.02051,1601.95574,452.409022,5.293892,8.17805,7.635987,8.720114,283.241312,0.978256,2162.959707,1208.012252,2163.459707,2888.487748,8.939935,-13.026926,379185.9072,700.194706,541.543522,10604.39453,1206.98623,455.569789,5.539809,8.233812,7.707838,8.759786,282.893432,0.980031,1739.399032,2554.884944,1739.899032,1541.615056,8.936689,-12.881742,378969.6378,699.750342,541.578353,10612.86621,1206.297823,459.003825,4.867945,8.167686,7.673572,8.6618,287.542541,0.978297
16,coj1m011-fa12-20190425-0073-e91.fits,16,0,58598.87175,2458598.872,2019,NaN,2458598.874,NaN,NaN,1.053312,79.976,5.884281,10,18,27,0.144122,0.082542,0.190604,0.188355,0.319606,0.21156,0.153208,0.151728,0.000334,0.000282,0.00042,0.000417,0.000571,0.000442,0.000377,0.000376,430.983271,293.121069,453.967825,452.019039,559.733546,478.202413,406.785124,403.86552,2094976.182,1677.869307,2084.941,2098.854762,2085.441,1997.645238,8.939283,-12.930646,301932.8326,314.159265,657.509348,459.206905,9555.804688,961.082056,469.626141,1074,4.920727,8.140071,7.626368,8.653775,285.427308,0.978555,2074.082747,2059.901736,2074.582747,2036.598264,8.939206,-12.934873,172922.7237,573.449296,301.548411,5609.330566,550.430125,471.712977,4.891539,8.116727,7.573708,8.659746,285.007782,0.976334,2238.55335,2222.695204,2239.05335,1873.804796,8.940409,-12.917063,335385.6031,678.416862,494.365075,10023.26367,1067.565531,474.702377,5.456988,8.06143,7.536403,8.586457,286.444285,0.976141,2434.287843,2416.968387,2434.787843,1679.531613,8.941841,-12.895808,332054.7767,675.233267,491.763059,9890.444336,1056.963182,473.640427,4.839103,8.108223,7.547062,8.669384,286.212951,0.973365,1449.859258,1553.01281,1450.359258,2543.48719,8.934628,-12.990453,507399.2038,771.327037,657.826291,15423.62793,1615.101828,466.062647,5.572115,8.070985,7.59043,8.551541,283.40177,0.982325,2718.435564,1360.490444,2718.935564,2736.009556,8.944033,-13.009741,365820.5074,693.342082,527.619074,10463.42871,1164.442841,463.928698,5.352586,7.999127,7.465079,8.533174,283.931496,0.97739,2162.954735,1207.956899,2163.454735,2888.543101,8.939934,-13.026924,278324.8242,641.654854,433.760958,8652.479492,885.935431,466.886041,5.35312,8.117165,7.57709,8.657239,282.932047,0.978323,1739.459906,2554.848286,1739.959906,1541.651714,8.936689,-12.881736,275991.2667,641.612356,430.152668,8436.977539,878.507487,469.6903,4.726016,8.097573,7.622826,8.572321,288.98776,0.978024
17,coj1m011-fa12-20190425-0074-e91.fits,17,0,58598.87299,2458598.873,2019,NaN,2458598.875,NaN,NaN,1.053548,79.976,5.793997,10,18,27,0.143115,0.081638,0.190913,0.190081,0.319345,0.209762,0.15306,0.151794,0.000358,0.000302,0.00045,0.000448,0.000609,0.000471,0.000405,0.000404,399.881801,270.000246,424.690068,423.878997,524.754892,445.283955,378.285072,375.361804,1906202.689,1634.538509,2085.003145,2098.748838,2085.503145,1997.751162,8.939283,-12.930656,272806.2072,314.159265,640.857512,425.689333,8180.345215,868.369128,474.178788,1021,4.984216,8.094225,7.580469,8.607982,284.094195,0.979423,2074.139377,2059.802247,2074.639377,2036.697753,8.939206,-12.934882,155619.1328,560.70671,277.541057,4859.441406,495.351084,473.994434,4.895564,8.072344,7.466035,8.678653,282.907262,0.972466,2238.606263,2222.574598,2239.106263,1873.925402,8.940409,-12.917074,305579.6885,660.495357,462.652289,8694.213867,972.690359,475.927711,5.236952,8.085231,7.566237,8.604225,285.084584,0.97813,2434.363551,2416.862986,2434.863551,1679.637014,8.941841,-12.895818,304461.2362,659.626152,461.566351,8881.051758,969.130214,475.264615,4.905351,8.078276,7.533931,8.622622,286.964908,0.973856,1449.877422,1552.970983,1450.377422,2543.529017,8.934628,-12.990455,461392.3641,746.641477,617.957049,13941.61231,1468.657509,469.538625,5.302399,8.098659,7.619999,8.57732,282.910033,0.982876,2718.451704,1360.366089,2718.951704,2736.133911,8.944033,-13.009752,330519.2104,673.312952,490.884973,9231.563477,1052.075322,465.181107,5.112248,8.056607,7.48264,8.630574,282.965002,0.975152,2163.019342,1207.909058,2163.519342,2888.590942,8.939935,-13.026926,253033.5066,627.744511,403.083583,7489.836426,805.430667,470.153978,5.128242,8.078524,7.46463,8.692419,280.869706,0.973535,1739.517143,2554.770375,1740.017143,1541.729625,8.93669,-12.881742,251216.6836,628.862754,399.477759,7261.838379,799.64754,473.886886,4.902723,8.092175,7.623864,8.560485,288.695572,0.978919
18,coj1m011-fa12-20190425-0075-e91.fits,18,0,58598.87424,2458598.874,2019,NaN,2458598.876,NaN,NaN,1.053841,79.972,5.774928,10,18,27,0.143763,0.0831,0.191543,0.189223,0.318796,0.210356,0.152145,0.152804,0.000322,0.000271,0.000406,0.000403,0.00055,0.000425,0.000361,0.000362,446.850369,306.939228,472.146801,469.275805,579.272762,494.549019,421.598193,422.337997,2202139.755,1699.735765,2084.901407,2098.755605,2085.401407,1997.744395,8.939284,-12.930657,316586.9919,314.159265,665.011269,476.062597,9553.28125,1007.727694,465.771358,1167,4.96794,7.985735,7.451638,8.519833,284.150348,0.977125,2074.014935,2059.791165,2074.514935,2036.708835,8.939206,-12.934886,182997.4913,579.227726,315.933584,5727.609863,582.499106,465.952438,5.005109,8.023754,7.474696,8.572812,284.108422,0.976102,2238.492749,2222.612126,2238.992749,1873.887874,8.94041,-12.917073,353999.2103,688.129964,514.436558,10199.46875,1126.814484,468.244302,4.73775,7.946398,7.42856,8.464235,284.942613,0.977594,2434.239875,2416.892905,2434.739875,1679.607095,8.941842,-12.895817,350393.3542,686.243298,510.596395,10340.90332,1115.336687,467.650256,4.814221,7.985001,7.466019,8.503983,284.909418,0.977741,1449.781389,1552.974335,1450.281389,2543.525665,8.934628,-12.990457,532328.8065,783.061471,679.804621,16902.73633,1694.455218,460.680711,5.31095,7.95316,7.465306,8.441014,280.050185,0.983061,2718.330131,1360.449284,2718.830131,2736.050716,8.944033,-13.009745,382725.452,702.046644,545.156729,10565.40723,1218.252951,459.549695,5.341955,7.971359,7.392716,8.550003,279.662325,0.976578,2162.895133,1207.943646,2163.395133,2888.556354,8.939935,-13.026925,290799.9192,646.974359,449.47673,9010.129883,925.644892,461.094757,5.478093,8.0279,7.475942,8.579857,280.804954,0.978329,1739.38282,2554.852643,1739.88282,1541.647357,8.93669,-12.881736,291893.0122,648.088251,450.390841,9007.135742,929.124315,466.784604,4.749411,8.008254,7.53219,8.484317,287.410555,0.979173
19,coj1m011-fa12-20190425-0076-e91.fits,19,0,58598.87548,2458598.875,2019,NaN,2458598.878,NaN,NaN,1.054191,79.976,5.963227,10,18,27,0.142408,0.082194,0.190537,0.187723,0.322985,0.209623,0.153558,0.151223,0.000304,0.000254,0.000383,0.00038,0.000527,0.000403,0.000344,0.000341,469.113188,323.778329,497.182119,493.411755,612.361395,519.85589,447.016172,442.82633,2374762.199,1738.758897,2084.804025,2098.79846,2085.304025,1997.70154,8.939283,-12.930662,338184.9344,314.159265,677.043869,499.502248,9780.575195,1076.47608,461.563439,1098,5.374063,8.109527,7.629176,8.589878,285.807914,0.980783,2073.951849,2059.850858,2074.451849,2036.649142,8.939206,-12.934889,195191.2847,585.669623,333.278826,5791.617676,621.313156,462.149796,5.204942,8.117374,7.597099,8.637649,284.484632,0.978707,2238.395507,2222.645972,2238.895507,1873.854028,8.94041,-12.917078,380064.1405,701.772,541.577807,10518.21387,1209.781733,464.586553,5.042455,8.099202,7.595386,8.603018,285.501722,0.979094,2434.119691,2416.896484,2434.619691,1679.603516,8.941841,-12.895826,375337.5391,699.547935,536.542988,10939.03418,1194.736493,466.162951,4.949061,8.113232,7.610852,8.615612,286.327465,0.978529,1449.682212,1553.05032,1450.182212,2543.44968,8.934628,-12.99046,579758.7692,805.376505,719.860545,16922.06641,1845.429479,456.069202,5.777114,8.118189,7.6754,8.560977,283.43563,0.985134,2718.229658,1360.485229,2718.729658,2736.014771,8.944033,-13.009751,411536.9459,718.705594,572.608519,11294.98535,1309.962784,456.374504,5.106794,8.0513,7.53466,8.56794,281.496235,0.980723,2162.839097,1208.008325,2163.339097,2888.491675,8.939935,-13.026929,316120.1489,662.697459,477.020313,9225.842773,1006.241686,459.072984,5.68601,8.133434,7.604941,8.661926,281.493282,0.98024,1739.252406,2554.87911,1739.752406,1541.62089,8.936689,-12.881742,311944.6554,661.131063,471.834819,9219.499023,992.950678,462.294361,4.790452,8.11506,7.633116,8.597005,287.104708,0.979516
20,coj1m011-fa12-20190425-0077-e91.fits,20,0,58598.87672,2458598.877,2019,NaN,2458598.879,NaN,NaN,1.054597,79.976,5.985598,10,18,27,0.143104,0.0824,0.190334,0.188643,0.318707,0.211707,0.153399,0.152072,0.000226,0.000183,0.000286,0.000285,0.000397,0.000304,0.000255,0.000254,632.336254,449.370664,664.445597,662.189794,803.697566,696.137173,602.143351,599.04448,3644929.451,1999.625103,2084.868209,2098.83466,2085.368209,1997.66534,8.939283,-12.930653,521603.5903,314.159265,773.658971,674.203505,15649.87109,1660.315795,439.166691,1087,5.308665,8.001324,7.531702,8.470945,287.406043,0.979698,2073.99216,2059.901427,2074.49216,2036.598573,8.939206,-12.934877,300343.7314,647.736794,463.681752,9181.052734,956.023789,439.638566,5.240821,8.031113,7.533082,8.529143,286.261057,0.97853,2238.467619,2222.747771,2238.967619,1873.752229,8.94041,-12.917062,582823.8857,805.002077,724.002959,16083.85547,1855.186047,442.251467,5.002509,7.972832,7.458435,8.487229,286.788604,0.97621,2434.197609,2416.972665,2434.697609,1679.527335,8.941841,-12.895813,578466.9502,802.331216,720.982729,16790.61719,1841.317491,445.497225,4.983638,8.019031,7.521714,8.516348,286.224804,0.978561,1449.765286,1553.121072,1450.265286,2543.378928,8.934629,-12.990444,880912.0838,940.81949,936.324229,26411.24805,2804.030251,438.992098,5.688213,7.981443,7.506634,8.456252,281.35579,0.983481,2718.261924,1360.566812,2718.761924,2735.933188,8.944033,-13.009734,636834.6219,829.776198,767.477572,17796.47461,2027.10756,431.920512,5.064373,7.947672,7.410385,8.484959,282.898229,0.977653,2162.867191,1208.024986,2163.367191,2888.475014,8.939935,-13.026917,484765.4352,753.255605,643.560343,14243.97461,1543.056305,432.685743,5.79602,8.047211,7.503938,8.590484,281.922521,0.978405,1739.362475,2554.851316,1739.862475,1541.648684,8.93669,-12.881741,481126.4743,752.112338,639.700282,14217.77637,1531.473133,440.103769,4.837322,8.007449,7.524031,8.490867,286.286381,0.97962
21,coj1m011-fa12-20190425-0078-e91.fits,21,0,58598.87796,2458598.878,2019,NaN,2458598.88,NaN,NaN,1.055059,79.972,5.711718,10,18,27,0.143246,0.082595,0.190038,0.189139,0.318688,0.212258,0.153069,0.15173,0.000225,0.000183,0.000285,0.000285,0.000395,0.000303,0.000254,0.000252,635.620937,450.351848,666.959297,664.627789,807.025218,699.680318,603.379604,601.096687,3660268.493,2000.351301,2084.850967,2098.840424,2085.350967,1997.659576,8.939284,-12.930658,524317.1568,314.159265,773.522473,677.830541,16253.52441,1668.953345,436.852039,1098,5.049878,8.016617,7.523762,8.509472,285.882431,0.979242,2073.987414,2059.843813,2074.487414,2036.656187,8.939206,-12.93489,302320.3009,650.648617,464.644499,9534.84668,962.315406,435.947873,4.811047,8.025109,7.481124,8.569095,282.39161,0.977906,2238.411536,2222.713218,2238.911536,1873.786782,8.940409,-12.917072,584511.9691,804.301576,726.732343,16634.08203,1860.559384,439.323962,4.780169,8.007081,7.481015,8.533148,284.884344,0.977282,2434.134463,2416.896523,2434.634463,1679.603477,8.941841,-12.895828,582185.4185,804.557666,723.609311,16983.27148,1853.153743,440.916856,4.812756,8.073447,7.548701,8.598194,284.840913,0.9778,1449.741158,1553.104498,1450.241158,2543.395502,8.934629,-12.990451,884579.387,940.699258,940.342388,26573.77734,2815.70364,433.520277,5.487539,8.006846,7.513421,8.500271,281.091904,0.982417,2718.254501,1360.497625,2718.754501,2736.002375,8.944033,-13.009748,640888.1676,830.546227,771.646594,18035.34766,2040.010397,427.96611,4.706188,7.984546,7.435876,8.533216,281.62391,0.977836,2162.852354,1208.002566,2163.352354,2888.497434,8.939935,-13.026926,485896.7169,753.691965,644.688731,14993.65234,1546.657286,430.479723,5.353396,8.032099,7.51609,8.548109,281.410433,0.980727,1739.318887,2554.847231,1739.818887,1541.652769,8.93669,-12.881748,482206.8335,751.277284,641.849346,14397.62012,1534.912023,434.80258,4.707169,8.053035,7.538355,8.567714,285.659632,0.977794
22,coj1m011-fa12-20190425-0079-e91.fits,22,0,58598.8792,2458598.879,2019,NaN,2458598.881,NaN,NaN,1.055577,80.028,5.796202,10,18,27,0.143002,0.082025,0.190107,0.189522,0.319413,0.211464,0.152867,0.151673,0.000225,0.000183,0.000285,0.000285,0.000396,0.000303,0.000253,0.000253,634.766099,448.898893,666.521818,665.567576,806.626168,698.901162,604.146654,599.812808,3661727.929,2001.713996,2084.727493,2098.665955,2085.227493,1997.834045,8.939283,-12.930651,523633.737,314.159265,773.667327,676.82028,15074.05273,1666.777952,438.010687,1057,5.105095,8.041661,7.551846,8.531475,284.954385,0.980395,2073.842137,2059.747999,2074.342137,2036.752001,8.939206,-12.934874,300354.0507,648.632097,463.057644,8912.564453,956.056637,440.443487,5.158899,8.036796,7.555783,8.517809,284.554332,0.981363,2238.284124,2222.547264,2238.784124,1873.952736,8.940409,-12.917064,584921.206,805.462863,726.192644,16053.42871,1861.862025,441.659878,4.850653,8.055132,7.55886,8.551404,285.299972,0.979662,2434.040657,2416.784597,2434.540657,1679.715403,8.941841,-12.895814,583409.1153,804.797526,724.914151,16967.13672,1857.048891,445.197952,4.933905,8.058104,7.57504,8.541168,285.214717,0.980804,1449.596166,1552.937071,1450.096166,2543.562929,8.934628,-12.990443,886457.7061,943.24326,939.797552,26011.91211,2821.682515,437.175235,4.831532,8.007107,7.50874,8.505474,281.778487,0.981701,2718.142631,1360.318662,2718.642631,2736.181338,8.944033,-13.00974,639163.2558,829.425097,770.609978,18119.66406,2034.519832,431.216647,5.344064,8.053477,7.509724,8.597231,281.092175,0.978926,2162.71591,1207.87422,2163.21591,2888.62578,8.939934,-13.026913,485533.7464,751.97357,645.679271,14233.85059,1545.501916,434.745874,5.598067,8.059496,7.538018,8.580975,282.063457,0.980062,1739.186624,2554.664422,1739.686624,1541.835578,8.936689,-12.881742,482242.8992,753.174184,640.280708,14236.24023,1535.026824,438.734284,4.835685,8.041974,7.581312,8.502635,287.386849,0.980674
